,availibility,date,listing_id,rate
167,False,2016-06-18,4358898,150.0
168,False,2016-06-19,4358898,125.0
169,False,2016-06-20,4358898,125.0
170,False,2016-06-21,4358898,125.0
171,False,2016-06-22,4358898,125.0
172,False,2016-06-23,4358898,125.0
173,True,2016-06-24,4358898,150.0
174,False,2016-06-25,4358898,150.0
175,True,2016-06-26,4358898,150.0
176,False,2016-06-27,4358898,125.0
177,False,2016-06-28,4358898,125.0
178,True,2016-06-29,4358898,125.0
179,False,2016-06-30,4358898,125.0
180,False,2016-07-01,4358898,150.0
181,False,2016-07-02,4358898,150.0
182,True,2016-06-26,4358898,150.0
183,False,2016-06-27,4358898,125.0
184,False,2016-06-28,4358898,125.0
185,True,2016-06-29,4358898,125.0
186,False,2016-06-30,4358898,125.0
187,False,2016-07-01,4358898,150.0
188,False,2016-07-02,4358898,150.0
189,True,2016-07-03,4358898,125.0
190,True,2016-07-04,4358898,125.0
191,False,2016-07-05,4358898,125.0
192,True,2016-07-06,4358898,125.0
193,True,2016-07-07,4358898,125.0
194,False,2016-07-08,4358898,150.0
195,False,2016-07-09,4358898,150.0
196,True,2016-07-10,4358898,125.0
197,True,2016-07-11,4358898,125.0
198,True,2016-07-12,4358898,125.0
199,True,2016-07-13,4358898,125.0
200,True,2016-07-14,4358898,125.0
201,False,2016-07-15,4358898,150.0
202,True,2016-07-16,4358898,150.0
203,True,2016-07-17,4358898,125.0
204,True,2016-07-18,4358898,125.0
205,True,2016-07-19,4358898,125.0
206,True,2016-07-20,4358898,125.0
207,True,2016-07-21,4358898,125.0
208,False,2016-07-22,4358898,150.0
209,True,2016-07-23,4358898,150.0
210,True,2016-07-24,4358898,125.0
211,True,2016-07-25,4358898,125.0
212,True,2016-07-26,4358898,125.0
213,True,2016-07-27,4358898,125.0
214,False,2016-07-28,4358898,125.0
215,True,2016-07-29,4358898,150.0
216,True,2016-07-30,4358898,150.0
217,True,2016-07-31,4358898,125.0
218,True,2016-08-01,4358898,125.0
219,True,2016-08-02,4358898,125.0
220,True,2016-08-03,4358898,125.0
221,True,2016-08-04,4358898,125.0
222,False,2016-08-05,4358898,150.0
223,True,2016-08-06,4358898,150.0
224,False,2016-05-01,2414344,77.0
225,False,2016-05-02,2414344,77.0
226,False,2016-05-03,2414344,77.0
227,False,2016-05-04,2414344,77.0
228,False,2016-05-05,2414344,77.0
229,False,2016-05-06,2414344,80.0
230,False,2016-05-07,2414344,83.0
231,False,2016-05-08,2414344,77.0
232,False,2016-05-09,2414344,77.0
233,False,2016-05-10,2414344,63.0
234,False,2016-05-11,2414344,83.0
235,False,2016-05-12,2414344,83.0
236,False,2016-05-13,2414344,77.0
237,False,2016-05-14,2414344,77.0
238,False,2016-05-15,2414344,78.0
239,False,2016-05-16,2414344,78.0
240,False,2016-05-17,2414344,78.0
241,False,2016-05-18,2414344,78.0
242,False,2016-05-19,2414344,78.0
243,False,2016-05-20,2414344,78.0
244,False,2016-05-21,2414344,78.0
245,False,2016-05-22,2414344,78.0
246,False,2016-05-23,2414344,78.0
247,False,2016-05-24,2414344,78.0
248,False,2016-05-25,2414344,78.0
249,False,2016-05-26,2414344,78.0
250,False,2016-05-27,2414344,78.0
251,False,2016-05-28,2414344,78.0
252,False,2016-05-29,2414344,78.0
253,False,2016-05-30,2414344,78.0
254,False,2016-05-31,2414344,78.0
255,False,2016-06-01,2414344,77.0
256,False,2016-06-02,2414344,77.0
257,False,2016-06-03,2414344,77.0
258,False,2016-06-04,2414344,77.0
259,False,2016-05-29,2414344,78.0
260,False,2016-05-30,2414344,78.0
261,False,2016-05-31,2414344,78.0
262,False,2016-06-01,2414344,77.0
263,False,2016-06-02,2414344,77.0
264,False,2016-06-03,2414344,77.0
265,False,2016-06-04,2414344,77.0
266,False,2016-06-05,2414344,77.0
267,False,2016-06-06,2414344,77.0
268,False,2016-06-07,2414344,77.0
269,False,2016-06-08,2414344,77.0
270,False,2016-06-09,2414344,77.0
271,False,2016-06-10,2414344,77.0
272,False,2016-06-11,2414344,77.0
273,False,2016-06-12,2414344,77.0
274,False,2016-06-13,2414344,77.0
275,False,2016-06-14,2414344,77.0
276,False,2016-06-15,2414344,77.0
277,False,2016-06-16,2414344,77.0
278,False,2016-06-17,2414344,77.0
279,False,2016-06-18,2414344,77.0
280,False,2016-06-19,2414344,77.0
281,False,2016-06-20,2414344,77.0
282,False,2016-06-21,2414344,77.0
283,False,2016-06-22,2414344,77.0
284,False,2016-06-23,2414344,77.0
285,False,2016-06-24,2414344,77.0
286,False,2016-06-25,2414344,77.0
287,False,2016-06-26,2414344,77.0
288,False,2016-06-27,2414344,77.0
289,False,2016-06-28,2414344,77.0
290,False,2016-06-29,2414344,77.0
291,False,2016-06-30,2414344,77.0
292,False,2016-07-01,2414344,77.0
293,False,2016-07-02,2414344,77.0
294,False,2016-06-26,2414344,77.0
295,False,2016-06-27,2414344,77.0
296,False,2016-06-28,2414344,77.0
297,False,2016-06-29,2414344,77.0
298,False,2016-06-30,2414344,77.0
299,False,2016-07-01,2414344,77.0
300,False,2016-07-02,2414344,77.0
301,False,2016-07-03,2414344,77.0
302,False,2016-07-04,2414344,77.0
303,False,2016-07-05,2414344,77.0
304,False,2016-07-06,2414344,77.0
305,False,2016-07-07,2414344,77.0
306,False,2016-07-08,2414344,77.0
307,False,2016-07-09,2414344,77.0
308,False,2016-07-10,2414344,77.0
309,False,2016-07-11,2414344,77.0
310,False,2016-07-12,2414344,77.0
311,False,2016-07-13,2414344,77.0
312,False,2016-07-14,2414344,77.0
313,False,2016-07-15,2414344,77.0
314,False,2016-07-16,2414344,77.0
315,False,2016-07-17,2414344,77.0
316,False,2016-07-18,2414344,77.0
317,False,2016-07-19,2414344,77.0
318,False,2016-07-20,2414344,77.0
319,False,2016-07-21,2414344,77.0
320,False,2016-07-22,2414344,77.0
321,False,2016-07-23,2414344,77.0
322,False,2016-07-24,2414344,77.0
323,False,2016-07-25,2414344,77.0
324,False,2016-07-26,2414344,77.0
325,False,2016-07-27,2414344,77.0
326,False,2016-07-28,2414344,77.0
327,False,2016-07-29,2414344,77.0
328,False,2016-07-30,2414344,82.0
329,False,2016-07-31,2414344,67.0
330,False,2016-08-01,2414344,78.0
331,False,2016-08-02,2414344,78.0
332,False,2016-08-03,2414344,78.0
333,False,2016-08-04,2414344,78.0
334,False,2016-08-05,2414344,82.0
335,False,2016-08-06,2414344,82.0
336,False,2016-05-01,6912011,218.0
337,False,2016-05-02,6912011,218.0
338,False,2016-05-03,6912011,218.0
339,False,2016-05-04,6912011,218.0
340,False,2016-05-05,6912011,218.0
341,False,2016-05-06,6912011,250.0
342,False,2016-05-07,6912011,250.0
343,True,2016-05-08,6912011,153.0
344,False,2016-05-09,6912011,153.0
345,False,2016-05-10,6912011,153.0
346,False,2016-05-11,6912011,153.0
347,False,2016-05-12,6912011,218.0
348,False,2016-05-13,6912011,250.0
349,True,2016-05-14,6912011,250.0
350,False,2016-05-15,6912011,185.0
351,False,2016-05-16,6912011,185.0
352,False,2016-05-17,6912011,165.0
353,False,2016-05-18,6912011,165.0
354,False,2016-05-19,6912011,165.0
355,False,2016-05-20,6912011,165.0
356,False,2016-05-21,6912011,165.0
357,False,2016-05-22,6912011,165.0
358,False,2016-05-23,6912011,165.0
359,False,2016-05-24,6912011,165.0
360,True,2016-05-25,6912011,165.0
361,True,2016-05-26,6912011,165.0
362,False,2016-05-27,6912011,250.0
363,False,2016-05-28,6912011,250.0
364,False,2016-05-29,6912011,165.0
365,True,2016-05-30,6912011,165.0
366,False,2016-05-31,6912011,165.0
367,True,2016-06-01,6912011,153.0
368,True,2016-06-02,6912011,153.0
369,False,2016-06-03,6912011,250.0
370,False,2016-06-04,6912011,250.0
371,False,2016-05-29,6912011,165.0
372,True,2016-05-30,6912011,165.0
373,False,2016-05-31,6912011,165.0
374,True,2016-06-01,6912011,153.0
375,True,2016-06-02,6912011,153.0
376,False,2016-06-03,6912011,250.0
377,False,2016-06-04,6912011,250.0
378,False,2016-06-05,6912011,218.0
379,False,2016-06-06,6912011,218.0
380,True,2016-06-07,6912011,153.0
381,True,2016-06-08,6912011,153.0
382,True,2016-06-09,6912011,153.0
383,False,2016-06-10,6912011,250.0
384,False,2016-06-11,6912011,250.0
385,False,2016-06-12,6912011,218.0
386,False,2016-06-13,6912011,153.0
387,False,2016-06-14,6912011,153.0
388,False,2016-06-15,6912011,153.0
389,False,2016-06-16,6912011,218.0
390,False,2016-06-17,6912011,250.0
391,False,2016-06-18,6912011,250.0
392,True,2016-06-19,6912011,153.0
393,False,2016-06-20,6912011,218.0
394,False,2016-06-21,6912011,218.0
395,False,2016-06-22,6912011,218.0
396,False,2016-06-23,6912011,218.0
397,False,2016-06-24,6912011,165.0
398,False,2016-06-25,6912011,165.0
399,False,2016-06-26,6912011,165.0
400,False,2016-06-27,6912011,165.0
401,True,2016-06-28,6912011,153.0
402,False,2016-06-29,6912011,153.0
403,False,2016-06-30,6912011,218.0
404,False,2016-07-01,6912011,250.0
405,False,2016-07-02,6912011,250.0
406,False,2016-06-26,6912011,165.0
407,False,2016-06-27,6912011,165.0
408,True,2016-06-28,6912011,153.0
409,False,2016-06-29,6912011,153.0
410,False,2016-06-30,6912011,218.0
411,False,2016-07-01,6912011,250.0
412,False,2016-07-02,6912011,250.0
413,False,2016-07-03,6912011,218.0
414,False,2016-07-04,6912011,218.0
415,False,2016-07-05,6912011,218.0
416,False,2016-07-06,6912011,218.0
417,False,2016-07-07,6912011,153.0
418,False,2016-07-08,6912011,165.0
419,False,2016-07-09,6912011,165.0
420,False,2016-07-10,6912011,153.0
421,False,2016-07-11,6912011,153.0
422,False,2016-07-12,6912011,165.0
423,False,2016-07-13,6912011,165.0
424,False,2016-07-14,6912011,165.0
425,False,2016-07-15,6912011,165.0
426,False,2016-07-16,6912011,165.0
427,False,2016-07-17,6912011,165.0
428,False,2016-07-18,6912011,165.0
429,False,2016-07-19,6912011,165.0
430,False,2016-07-20,6912011,153.0
431,True,2016-07-21,6912011,153.0
432,False,2016-07-22,6912011,250.0
433,False,2016-07-23,6912011,250.0
434,False,2016-07-24,6912011,185.0
435,False,2016-07-25,6912011,185.0
436,False,2016-07-26,6912011,185.0
437,False,2016-07-27,6912011,185.0
438,True,2016-07-28,6912011,181.0
439,True,2016-07-29,6912011,219.0
440,True,2016-07-30,6912011,219.0
441,False,2016-07-31,6912011,218.0
442,False,2016-08-01,6912011,218.0
443,False,2016-08-02,6912011,218.0
444,False,2016-08-03,6912011,218.0
445,True,2016-08-04,6912011,199.0
446,True,2016-08-05,6912011,218.0
447,True,2016-08-06,6912011,218.0
448,False,2016-05-01,7480926,69.0
449,False,2016-05-02,7480926,109.0
450,False,2016-05-03,7480926,69.0
451,False,2016-05-04,7480926,59.0
452,False,2016-05-05,7480926,49.0
453,False,2016-05-06,7480926,109.0
454,False,2016-05-07,7480926,109.0
455,False,2016-05-08,7480926,49.0
456,False,2016-05-09,7480926,49.0
457,False,2016-05-10,7480926,49.0
458,False,2016-05-11,7480926,59.0
459,False,2016-05-12,7480926,59.0
460,False,2016-05-13,7480926,109.0
461,False,2016-05-14,7480926,109.0
462,False,2016-05-15,7480926,109.0
463,False,2016-05-16,7480926,109.0
464,False,2016-05-17,7480926,109.0
465,False,2016-05-18,7480926,109.0
466,False,2016-05-19,7480926,109.0
467,False,2016-05-20,7480926,109.0
468,False,2016-05-21,7480926,109.0
469,False,2016-05-22,7480926,109.0
470,False,2016-05-23,7480926,69.0
471,False,2016-05-24,7480926,49.0
472,False,2016-05-25,7480926,49.0
473,False,2016-05-26,7480926,49.0
474,False,2016-05-27,7480926,49.0
475,False,2016-05-28,7480926,109.0
476,False,2016-05-29,7480926,109.0
477,False,2016-05-30,7480926,49.0
478,False,2016-05-31,7480926,49.0
479,False,2016-06-01,7480926,49.0
480,False,2016-06-02,7480926,49.0
481,False,2016-06-03,7480926,69.0
482,False,2016-06-04,7480926,69.0
483,False,2016-05-29,7480926,109.0
484,False,2016-05-30,7480926,49.0
485,False,2016-05-31,7480926,49.0
486,False,2016-06-01,7480926,49.0
487,False,2016-06-02,7480926,49.0
488,False,2016-06-03,7480926,69.0
489,False,2016-06-04,7480926,69.0
490,False,2016-06-05,7480926,69.0
491,False,2016-06-06,7480926,49.0
492,False,2016-06-07,7480926,49.0
493,False,2016-06-08,7480926,54.0
494,False,2016-06-09,7480926,49.0
495,False,2016-06-10,7480926,109.0
496,False,2016-06-11,7480926,109.0
497,False,2016-06-12,7480926,109.0
498,False,2016-06-13,7480926,109.0
499,False,2016-06-14,7480926,109.0
500,False,2016-06-15,7480926,109.0
501,False,2016-06-16,7480926,109.0
502,False,2016-06-17,7480926,109.0
503,False,2016-06-18,7480926,109.0
504,False,2016-06-19,7480926,109.0
505,False,2016-06-20,7480926,109.0
506,False,2016-06-21,7480926,109.0
507,False,2016-06-22,7480926,109.0
508,False,2016-06-23,7480926,109.0
509,False,2016-06-24,7480926,109.0
510,False,2016-06-25,7480926,109.0
511,False,2016-06-26,7480926,109.0
512,False,2016-06-27,7480926,109.0
513,False,2016-06-28,7480926,109.0
514,False,2016-06-29,7480926,109.0
515,False,2016-06-30,7480926,109.0
516,False,2016-07-01,7480926,109.0
517,False,2016-07-02,7480926,109.0
518,False,2016-06-26,7480926,109.0
519,False,2016-06-27,7480926,109.0
520,False,2016-06-28,7480926,109.0
521,False,2016-06-29,7480926,109.0
522,False,2016-06-30,7480926,109.0
523,False,2016-07-01,7480926,109.0
524,False,2016-07-02,7480926,109.0
525,False,2016-07-03,7480926,89.0
526,False,2016-07-04,7480926,89.0
527,False,2016-07-05,7480926,89.0
528,False,2016-07-06,7480926,79.0
529,False,2016-07-07,7480926,109.0
530,True,2016-07-08,7480926,78.0
531,False,2016-07-09,7480926,109.0
532,False,2016-07-10,7480926,109.0
533,False,2016-07-11,7480926,109.0
534,False,2016-07-12,7480926,79.0
535,False,2016-07-13,7480926,79.0
536,False,2016-07-14,7480926,79.0
537,False,2016-07-15,7480926,78.0
538,False,2016-07-16,7480926,109.0
539,False,2016-07-17,7480926,109.0
540,False,2016-07-18,7480926,109.0
541,False,2016-07-19,7480926,109.0
542,False,2016-07-20,7480926,109.0
543,False,2016-07-21,7480926,109.0
544,False,2016-07-22,7480926,109.0
545,True,2016-07-23,7480926,78.0
546,True,2016-07-24,7480926,79.0
547,True,2016-07-25,7480926,79.0
548,True,2016-07-26,7480926,79.0
549,True,2016-07-27,7480926,79.0
550,True,2016-07-28,7480926,79.0
551,False,2016-07-29,7480926,109.0
552,False,2016-07-30,7480926,109.0
553,False,2016-07-31,7480926,109.0
554,False,2016-08-01,7480926,109.0
555,False,2016-08-02,7480926,109.0
556,True,2016-08-03,7480926,109.0
557,True,2016-08-04,7480926,109.0
558,True,2016-08-05,7480926,109.0
559,True,2016-08-06,7480926,109.0
560,False,2016-05-01,7368754,115.0
561,False,2016-05-02,7368754,80.0
562,False,2016-05-03,7368754,115.0
563,False,2016-05-04,7368754,80.0
564,False,2016-05-05,7368754,115.0
565,False,2016-05-06,7368754,115.0
566,False,2016-05-07,7368754,115.0
567,False,2016-05-08,7368754,115.0
568,False,2016-05-09,7368754,115.0
569,False,2016-05-10,7368754,85.0
570,True,2016-05-11,7368754,115.0
571,False,2016-05-12,7368754,115.0
572,False,2016-05-13,7368754,115.0
573,False,2016-05-14,7368754,115.0
574,False,2016-05-15,7368754,115.0
575,False,2016-05-16,7368754,115.0
576,False,2016-05-17,7368754,115.0
577,False,2016-05-18,7368754,115.0
578,True,2016-05-19,7368754,130.0
579,False,2016-05-20,7368754,115.0
580,False,2016-05-21,7368754,115.0
581,False,2016-05-22,7368754,115.0
582,True,2016-05-23,7368754,100.0
583,False,2016-05-24,7368754,115.0
584,False,2016-05-25,7368754,85.0
585,False,2016-05-26,7368754,85.0
586,False,2016-05-27,7368754,115.0
587,False,2016-05-28,7368754,115.0
588,False,2016-05-29,7368754,115.0
589,False,2016-05-30,7368754,115.0
590,False,2016-05-31,7368754,115.0
591,True,2016-06-01,7368754,80.0
592,False,2016-06-02,7368754,80.0
593,False,2016-06-03,7368754,115.0
594,False,2016-06-04,7368754,115.0
595,False,2016-05-29,7368754,115.0
596,False,2016-05-30,7368754,115.0
597,False,2016-05-31,7368754,115.0
598,True,2016-06-01,7368754,80.0
599,False,2016-06-02,7368754,80.0
600,False,2016-06-03,7368754,115.0
601,False,2016-06-04,7368754,115.0
602,False,2016-06-05,7368754,115.0
603,False,2016-06-06,7368754,115.0
604,False,2016-06-07,7368754,115.0
605,False,2016-06-08,7368754,85.0
606,False,2016-06-09,7368754,85.0
607,True,2016-06-10,7368754,115.0
608,False,2016-06-11,7368754,115.0
609,False,2016-06-12,7368754,115.0
610,False,2016-06-13,7368754,115.0
611,False,2016-06-14,7368754,115.0
612,False,2016-06-15,7368754,115.0
613,True,2016-06-16,7368754,115.0
614,False,2016-06-17,7368754,115.0
615,False,2016-06-18,7368754,115.0
616,False,2016-06-19,7368754,115.0
617,False,2016-06-20,7368754,115.0
618,False,2016-06-21,7368754,115.0
619,False,2016-06-22,7368754,115.0
620,False,2016-06-23,7368754,115.0
621,False,2016-06-24,7368754,115.0
622,False,2016-06-25,7368754,115.0
623,False,2016-06-26,7368754,115.0
624,False,2016-06-27,7368754,115.0
625,False,2016-06-28,7368754,115.0
626,False,2016-06-29,7368754,115.0
627,False,2016-06-30,7368754,115.0
628,False,2016-07-01,7368754,115.0
629,False,2016-07-02,7368754,115.0
630,False,2016-06-26,7368754,115.0
631,False,2016-06-27,7368754,115.0
632,False,2016-06-28,7368754,115.0
633,False,2016-06-29,7368754,115.0
634,False,2016-06-30,7368754,115.0
635,False,2016-07-01,7368754,115.0
636,False,2016-07-02,7368754,115.0
637,False,2016-07-03,7368754,115.0
638,True,2016-07-04,7368754,86.0
639,False,2016-07-05,7368754,115.0
640,False,2016-07-06,7368754,115.0
641,True,2016-07-07,7368754,89.0
642,True,2016-07-08,7368754,88.0
643,False,2016-07-09,7368754,115.0
644,True,2016-07-10,7368754,97.0
645,True,2016-07-11,7368754,101.0
646,True,2016-07-12,7368754,100.0
647,True,2016-07-13,7368754,101.0
648,True,2016-07-14,7368754,128.0
649,True,2016-07-15,7368754,128.0
650,True,2016-07-16,7368754,128.0
651,True,2016-07-17,7368754,101.0
652,True,2016-07-18,7368754,102.0
653,True,2016-07-19,7368754,102.0
654,False,2016-07-20,7368754,115.0
655,False,2016-07-21,7368754,115.0
656,False,2016-07-22,7368754,115.0
657,False,2016-07-23,7368754,115.0
658,True,2016-07-24,7368754,100.0
659,True,2016-07-25,7368754,94.0
660,False,2016-07-26,7368754,115.0
661,False,2016-07-27,7368754,115.0
662,True,2016-07-28,7368754,104.0
663,True,2016-07-29,7368754,121.0
664,True,2016-07-30,7368754,121.0
665,True,2016-07-31,7368754,107.0
666,False,2016-08-01,7368754,115.0
667,False,2016-08-02,7368754,115.0
668,False,2016-08-03,7368754,115.0
669,False,2016-08-04,7368754,115.0
670,False,2016-08-05,7368754,115.0
671,False,2016-08-06,7368754,115.0
672,False,2016-05-01,5945476,299.0
673,False,2016-05-02,5945476,328.0
674,False,2016-05-03,5945476,354.0
675,False,2016-05-04,5945476,372.0
676,True,2016-05-05,5945476,147.0
677,False,2016-05-06,5945476,365.0
678,False,2016-05-07,5945476,338.0
679,True,2016-05-08,5945476,97.0
680,False,2016-05-09,5945476,185.0
681,False,2016-05-10,5945476,179.0
682,True,2016-05-11,5945476,89.0
683,False,2016-05-12,5945476,417.0
684,False,2016-05-13,5945476,429.0
685,False,2016-05-14,5945476,419.0
686,False,2016-05-15,5945476,149.0
687,False,2016-05-16,5945476,339.0
688,False,2016-05-17,5945476,339.0
689,False,2016-05-18,5945476,339.0
690,True,2016-05-19,5945476,339.0
691,False,2016-05-20,5945476,379.0
692,False,2016-05-21,5945476,379.0
693,False,2016-05-22,5945476,298.0
694,True,2016-05-23,5945476,99.0
695,True,2016-05-24,5945476,119.0
696,False,2016-05-25,5945476,129.0
697,False,2016-05-26,5945476,129.0
698,False,2016-05-27,5945476,339.0
699,False,2016-05-28,5945476,339.0
700,False,2016-05-29,5945476,339.0
701,False,2016-05-30,5945476,189.0
702,False,2016-05-31,5945476,189.0
703,False,2016-06-01,5945476,185.0
704,False,2016-06-02,5945476,343.0
705,False,2016-06-03,5945476,354.0
706,False,2016-06-04,5945476,345.0
707,False,2016-05-29,5945476,339.0
708,False,2016-05-30,5945476,189.0
709,False,2016-05-31,5945476,189.0
710,False,2016-06-01,5945476,185.0
711,False,2016-06-02,5945476,343.0
712,False,2016-06-03,5945476,354.0
713,False,2016-06-04,5945476,345.0
714,False,2016-06-05,5945476,307.0
715,False,2016-06-06,5945476,185.0
716,False,2016-06-07,5945476,185.0
717,False,2016-06-08,5945476,185.0
718,False,2016-06-09,5945476,185.0
719,False,2016-06-10,5945476,185.0
720,False,2016-06-11,5945476,373.0
721,False,2016-06-12,5945476,330.0
722,False,2016-06-13,5945476,185.0
723,False,2016-06-14,5945476,185.0
724,False,2016-06-15,5945476,185.0
725,False,2016-06-16,5945476,185.0
726,False,2016-06-17,5945476,495.0
727,False,2016-06-18,5945476,495.0
728,False,2016-06-19,5945476,495.0
729,False,2016-06-20,5945476,495.0
730,False,2016-06-21,5945476,495.0
731,False,2016-06-22,5945476,495.0
732,False,2016-06-23,5945476,495.0
733,False,2016-06-24,5945476,495.0
